otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title	^physcraper:in_current_aln
Rattus_norvegicus_ATP1a3	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Rattus_norvegicus_ATP1a3	-	True
Electrophorus_electricus	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Electrophorus_electricus	-	True
Danio_rerio_ATPa2a	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Danio_rerio_ATPa2a	-	True
Rattus_norvegicus_ATP1a4	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Rattus_norvegicus_ATP1a4	-	True
Homo_sapiens_ATPa1	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Homo_sapiens_ATPa1	-	True
Gallus_gallus_ATPa2	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Gallus_gallus_ATPa2	-	True
Danio_rerio_ATPa3	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Danio_rerio_ATPa3	-	True
Homo_sapiens_ATPa2	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Homo_sapiens_ATPa2	-	True
Gallus_gallus_ATPa3	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Gallus_gallus_ATPa3	-	True
Homo_sapiens_ATPa3	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Homo_sapiens_ATPa3	-	True
Rattus_norvegicus_ATP1a1	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Rattus_norvegicus_ATP1a1	-	True
Gallus_gallus_J03230.1	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Gallus_gallus_J03230.1	-	True
Oreochromis_mossambicus_ATPa1	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Oreochromis_mossambicus_ATPa1	-	True
Danio_rerio_ATP1a.1	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Danio_rerio_ATP1a.1	-	True
Rattus_norvegicus_ATP1a2	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Rattus_norvegicus_ATP1a2	-	True
Oreochromis_mossambicus_ATPa3	-	-	-	-	2021/12/08	unknown	in original alignment but not tree, taxon info unknown	Oreochromis_mossambicus_ATPa3	-	True
otuPS1	Homo sapiens	770315	9606	AK295729.1	None	True	new	-	gi|194380833|dbj|AK295729.1| Homo sapiens cDNA FLJ56089 complete cds, highly similar to Sodium/potassium-transporting ATPase alpha-2 chain precursor (EC 3.6.3.9)	True
