otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title	^physcraper:in_current_aln
otu258939	Austrophasma caledonense	36735	253135	-	2022/04/18	True	original	Austrophasma_caledonense_634.Ko1m	-	True
otu259002	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_802.Sf1m	-	True
otu258926	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_575.Ga1n	-	True
otu258976	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_787.Ga2f	-	True
otu258930	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_576.Ga2n	-	True
otu258904	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_803.Ga3m.810.Sf3m	-	True
otu258990	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_817.Sf3f	-	True
otu258947	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_819.Sf2m	-	True
otu258998	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_784.Ga2m	-	True
otu258942	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_818.Sf2f.800.Sf1f	-	True
otu258912	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_669.Ga1f	-	True
otu258971	Austrophasma gansbaaiense	36738	253136	-	2022/04/18	True	original	Austrophasma_gansbaaiense_789.Ga3f	-	True
otu258984	Austrophasma rawsonvillense	36741	253137	-	2022/04/18	True	original	Austrophasma_rawsonvillense_Ra2.674.Ra1n	-	True
otu258950	Austrophasma rawsonvillense	36741	253137	-	2022/04/18	True	original	Austrophasma_rawsonvillense_587.Ra1m.632.R	-	True
otu258982	Austrophasma rawsonvillense	36741	253137	-	2022/04/18	True	original	Austrophasma_rawsonvillense_806.Dt1m	-	True
otu258916	Austrophasma rawsonvillense	36741	253137	-	2022/04/18	True	original	Austrophasma_rawsonvillense_668.Ga1m	-	True
otu258959	Austrophasma rawsonvillense	36741	253137	-	2022/04/18	True	original	Austrophasma_rawsonvillense_584.Tw1n	-	True
otu258972	Austrophasma rawsonvillense	36741	253137	-	2022/04/18	True	original	Austrophasma_rawsonvillense_804.Sw1f	-	True
otu258989	Austrophasma rawsonvillense	36741	253137	-	2022/04/18	True	original	Austrophasma_rawsonvillense_809.Sw1m	-	True
otu258925	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_821.Kr1m	-	True
otu258968	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_790.Kg1f	-	True
otu258987	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_816.Ks1f	-	True
otu258934	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_788.Kg1m	-	True
otu258970	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_791.Gr1m	-	True
otu258946	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_813.Gr1f	-	True
otu258994	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_770.St1m	-	True
otu258936	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_774.Kn1m.775.Kn1f	-	True
otu258938	Namaquaphasma ookiepense	578340	409167	-	2022/04/18	True	original	Namaquaphasma_ookiepense_779.St1f.812.Kr1f	-	True
otu258935	Tyrannophasma gladiator	837958	270861	-	2022/04/18	True	original	Tyrannophasma_gladiator	-	True
otu258924	Praedatophasma maraisi	5612	409170	-	2022/04/18	True	original	Praedatophasma_maraisi_1040m	-	True
otu258966	Praedatophasma maraisi	5612	409170	-	2022/04/18	True	original	Praedatophasma_maraisi_1041f	-	True
otu258954	Sclerophasma paresisense	557654	253126	-	2022/04/18	True	original	Sclerophasma_paresisense_GB	-	True
otu258922	Sclerophasma paresisense	557654	253126	-	2022/04/18	True	original	Sclerophasma_paresisense_Pa1f	-	True
otu258937	Sclerophasma paresisense	557654	253126	-	2022/04/18	True	original	Sclerophasma_paresisense_Pa1m	-	True
otu258992	Tricholepidion gertschi	943277	89825	-	None	False	original	Tricholepidion_gertschi_GB	-	True
otuPS1	Tyrannophasma gladiator	837958	270861	DQ890216.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Tyrannophasma gladiator isolate 681 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS2	Praedatophasma maraisi	5612	409170	DQ890217.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Praedatophasma maraisi isolate 1040 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS3	Praedatophasma maraisi	5612	409170	DQ890218.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Praedatophasma maraisi isolate 1041 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS4	Tyrannophasma gladiator	837958	270861	DQ890285.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Tyrannophasma gladiator 16S large subunit ribosomal RNA gene, partial sequence; mitochondrial	False
otuPS5	Tyrannophasma gladiator	837958	270861	DQ457266.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Tyrannophasma gladiator voucher BYU_mp02 16S ribosomal RNA gene, partial sequence; mitochondrial	False
otuPS6	Karoophasma biedouwense	36751	253133	AY318928.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS7	Karoophasma botterkloofense	36748	253132	AY318924.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma botterkloofensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS8	Austrophasmatidae sp. B1	368630	409186	DQ890231.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasmatidae sp. B1 isolate 1413 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasmatidae sp. B1 isolate 1441 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS9	Austrophasmatidae sp. B1	368630	409186	DQ890233.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasmatidae sp. B1 isolate 1413 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasmatidae sp. B1 isolate 1441 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS10	Karoophasma biedouwense	36751	253133	AY318929.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS11	Praedatophasma maraisi	5612	409170	DQ890286.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Praedatophasma maraisi isolate 1040 16S large subunit ribosomal RNA gene, partial sequence; mitochondrial	False
otuPS12	Praedatophasma maraisi	5612	409170	DQ890287.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Praedatophasma maraisi isolate 1041 16S large subunit ribosomal RNA gene, partial sequence; mitochondrial	False
otuPS13	Austrophasmatidae sp. B1	368630	409186	DQ890232.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasmatidae sp. B1 isolate 1440 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS14	Austrophasmatidae sp. B1	368630	409186	DQ890230.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasmatidae sp. B1 isolate 1414 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS15	Sclerophasma paresisense	557654	253126	AY318916.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Schlerophasma paresisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS16	Sclerophasma paresisense	557654	253126	AY318915.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Schlerophasma paresisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS17	Austrophasmatidae sp. A2	368628	409185	DQ890265.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasmatidae sp. A2 isolate 783 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS18	Karoophasma botterkloofense	36748	253132	AY318925.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma botterkloofensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS19	Austrophasmatidae sp. A2	368628	409185	DQ890263.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasmatidae sp. A2 isolate 769 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS20	Karoophasma biedouwense	36751	253133	AY318926.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS21	Karoophasma biedouwense	36751	253133	AY318931.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS22	Austrophasmatidae sp. A2	368628	409185	DQ890264.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasmatidae sp. A2 isolate 794 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS23	Karoophasma biedouwense	36751	253133	AY318927.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS24	Karoophasma biedouwense	36751	253133	MN612063.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwense isolate WFKbf2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS25	Karoophasma biedouwense	36751	253133	MN612054.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwense isolate HOKbf1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS26	Namaquaphasma ookiepense	578340	409167	DQ890219.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 816 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS27	Namaquaphasma ookiepense	578340	409167	DQ890220.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 788 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS28	Namaquaphasma ookiepense	578340	409167	DQ890221.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 790 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS29	Namaquaphasma ookiepense	578340	409167	DQ890223.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 813 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS30	Namaquaphasma ookiepense	578340	409167	DQ890222.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 791 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS31	Namaquaphasma ookiepense	578340	409167	DQ890224.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 821 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS32	Namaquaphasma ookiepense	578340	409167	MN612062.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate VRKbf1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS33	Namaquaphasma ookiepense	578340	409167	DQ890227.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 770 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS34	Namaquaphasma ookiepense	578340	409167	DQ890228.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 779 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS35	Namaquaphasma ookiepense	578340	409167	DQ890225.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 774 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Namaquaphasma ookiepense isolate 775 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS36	Namaquaphasma ookiepense	578340	409167	DQ890226.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 774 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Namaquaphasma ookiepense isolate 775 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS37	Namaquaphasma ookiepense	578340	409167	DQ890229.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Namaquaphasma ookiepense isolate 812 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS38	Austrophasma caledonense	36735	253135	DQ890249.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma caledonense isolate 780 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS39	Austrophasma caledonense	36735	253135	DQ890252.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma caledonense isolate 814 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS40	Austrophasma caledonense	36735	253135	DQ890247.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma caledonense isolate 776 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS41	Austrophasma caledonense	36735	253135	DQ890246.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma caledonense isolate 768 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasma caledonense isolate 766 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS42	Austrophasma caledonense	36735	253135	DQ890248.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma caledonense isolate 768 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasma caledonense isolate 766 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS43	Austrophasma caledonense	36735	253135	AY318932.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma caledonensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS44	Karoophasma biedouwense	36751	253133	MN612053.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Karoophasma biedouwense isolate CLKbm23 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS45	Lobatophasma redelinghuysense	557643	253128	AY318942.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobophasma redelinghuisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS46	Lobatophasma redelinghuysense	557643	253128	AY318941.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobophasma redelinghuisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS47	Lobatophasma redelinghuysense	557643	253128	AY318917.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobophasma redelinghuisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS48	Lobatophasma redelinghuysense	557643	253128	AY318920.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobophasma redelinghuisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS49	Lobatophasma redelinghuysense	557643	253128	AY318919.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobophasma redelinghuisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS50	Lobatophasma redelinghuysense	557643	253128	AY318918.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobophasma redelinghuisensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS51	Lobatophasma sp. JD-2006	521217	409278	DQ890235.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobatophasma sp. JD-2006 isolate 826 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS52	Lobatophasma sp. JD-2006	521217	409278	DQ890234.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Lobatophasma sp. JD-2006 isolate 827 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS53	Austrophasma gansbaaiense	36738	253136	AY318935.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	False
otuPS54	Austrophasma gansbaaiense	36738	253136	DQ890236.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiense isolate 787 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS55	Austrophasma gansbaaiense	36738	253136	AY318934.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Austrophasma gansbaaiense isolate 819 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS56	Austrophasma gansbaaiense	36738	253136	DQ890240.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial<>Austrophasma gansbaaiense isolate 819 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS57	Austrophasma gansbaaiense	36738	253136	DQ890243.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiense isolate 817 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS58	Austrophasma gansbaaiense	36738	253136	DQ890237.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiense isolate 803 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasma gansbaaiense isolate 810 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS59	Austrophasma gansbaaiense	36738	253136	DQ890238.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiense isolate 803 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasma gansbaaiense isolate 810 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS60	Austrophasma gansbaaiense	36738	253136	DQ890244.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiense isolate 818 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasma gansbaaiense isolate 800 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
otuPS61	Austrophasma gansbaaiense	36738	253136	DQ890245.1	None	True	Not within requested MRCA                                                                            ncbi:7504	-	Austrophasma gansbaaiense isolate 818 cytochrome c oxidase subunit I gene, partial cds; mitochondrial<>Austrophasma gansbaaiense isolate 800 cytochrome c oxidase subunit I gene, partial cds; mitochondrial	False
